note,day_date,vecteur_0,vecteur_1,vecteur_2,vecteur_3,vecteur_4,vecteur_5,vecteur_6,vecteur_7,vecteur_8,vecteur_9,assureur_active_assurances,assureur_afer,assureur_afi_esca,assureur_ag2r_la_mondiale,assureur_allianz,assureur_amv,assureur_april,assureur_april_moto,assureur_assur_bon_plan,assureur_assur_opoil,assureur_assuronline,assureur_axa,assureur_carac,assureur_cardif,assureur_cegema_assurances,assureur_cnp_assurances,assureur_crédit_mutuel,assureur_direct_assurance,assureur_eca_assurances,assureur_euroassurance,assureur_eurofil,assureur_gan,assureur_generali,assureur_gmf,assureur_groupama,assureur_génération,assureur_harmonie_mutuelle,assureur_intériale,assureur_lcl,assureur_lolivier_assurance,assureur_maaf,assureur_macif,assureur_magnolia,assureur_maif,assureur_malakoff_humanis,assureur_mapa,assureur_matmut,assureur_mercer,assureur_metlife,assureur_mgen,assureur_mgp,assureur_mma,assureur_mutuelle_des_motards,assureur_néoliane_santé,assureur_pacifica,assureur_peyrac_assurances,assureur_santiane,assureur_santévet,assureur_sma,assureur_sogecap,assureur_sogessur,assureur_solly_azar,assureur_suravenir,assureur_swisslife,assureur_zenup,produit_animaux,produit_auto,produit_credit,produit_garantiedecennale,produit_habitation,produit_moto,produit_multirisqueprofessionnelle,produit_prevoyance,produit_responsabilitecivileprofessionnelle,produit_sante,produit_vie,day_mounth_août,day_mounth_avril,day_mounth_décembre,day_mounth_février,day_mounth_janvier,day_mounth_juillet,day_mounth_juin,day_mounth_mai,day_mounth_mars,day_mounth_novembre,day_mounth_octobre,day_mounth_septembre,day_year_2016,day_year_2017,day_year_2018,day_year_2019,day_year_2020,day_year_2021
1,12,0.005522378,0.003717032,0.0117466105,-0.004565403,-0.045292906,-0.013256142,-0.028905964,0.026569555,0.023248354,0.025941541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5,12,-0.004822448,0.010918228,0.0032322833,-0.014067768,0.009610857,-0.013838311,0.002117019,-0.021883171,-0.00383747,0.023949977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,14,0.0009796736,0.0064614275,0.04936518,0.04146395,-0.013706528,-0.008384073,0.002582422,0.007605331,0.004583217,0.012511274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2,22,0.0051641446,0.021957515,-0.012014677,0.024066458,-0.0012228591,0.0038897055,-0.0093032755,-0.0066859857,-0.0051016486,-0.005800713,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,30,0.0036170685,0.0041356687,-0.0012301762,0.00232573,0.00982723,-0.0015418907,0.017703502,0.006096329,-0.012742151,0.0077905226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,7,-0.006959842,0.025570773,-0.0012354302,-0.0202917,-0.021755029,-0.01311801,0.03226195,0.043582704,0.029147577,0.010589429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4,17,0.035844818,0.012321313,-0.036413997,-0.0007270382,0.053600732,0.008068386,0.01695289,-0.023726119,-0.024529502,0.02072674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,4,0.0017235844,0.02916737,0.026001891,0.012062557,-0.007861567,-0.03655673,-0.0073704636,-0.023317171,-0.007272929,-0.00275907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5,8,0.002059134,-0.0024931985,0.008981892,0.011408653,-0.021364879,0.00085086125,0.0002788057,0.013773446,-0.019062348,0.0014947089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,2,-0.035089616,-0.003148207,0.021765657,0.0012019523,-0.0049473983,-0.024342908,0.007450551,0.012874555,0.024785185,0.02048671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,27,0.02898986,-0.022968454,0.016213916,0.051518172,-0.01713609,0.027514946,0.009873159,-0.015476237,0.004427678,0.03573742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3,23,0.018783959,0.008186886,-0.020826723,0.00931134,-0.039935045,-0.009728182,0.017267698,0.0061785686,-0.016220447,0.02852519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,29,0.013892356,0.027339892,0.0051971036,-0.008977376,0.0076588937,0.020891964,-0.036700353,0.0014671261,-0.017222183,-0.01993936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4,6,-0.015695726,0.012393176,0.0056877267,0.013194196,0.025455892,0.024904981,-0.03876133,-0.011966732,-0.014094024,-0.00020045694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,23,0.011676757,0.020089231,0.005958866,0.0065590045,-0.02824345,-0.014710659,0.030429987,-0.010732944,-0.01684499,0.022790192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,29,-0.008283528,0.0019083967,0.0026992373,-0.022584932,-0.0066571604,-0.0062735463,0.0068847984,-0.0033304226,0.013019964,-0.01879208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,-0.001634799,0.013938211,0.009438709,-0.013511761,0.002473207,0.016108643,0.0070679635,0.02237344,-0.0021698636,-0.008207127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2,0.0015296651,0.038917866,-0.023306577,-0.0032702326,0.00697522,-0.019818695,-0.004290047,0.015415202,0.0003452065,0.00060176663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,15,0.017432066,0.020507298,0.009548331,0.0010882658,-0.014422957,-0.014347862,0.020387344,-0.023088,0.0019096565,0.0056705647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3,5,0.004126549,0.000826865,-4.2711352e-05,-0.006529604,0.0073570125,-0.012231862,-0.014443722,-0.017334646,0.008185609,0.0060055563,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,27,0.012227751,0.023458162,0.02607648,0.040580362,-0.003078493,0.0012123747,0.008242007,0.042667296,0.024653854,0.03934204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
5,17,-0.0043481486,0.02045751,0.004848956,-0.026649456,-0.016268417,-0.02068542,-0.0081239315,-0.025038227,0.0005642466,0.027711034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,23,0.012068033,-0.0042289826,-0.0065942486,0.026040774,-0.012256489,-0.02467894,-0.017906213,-0.020833876,0.009339146,0.0059044478,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,15,0.024159877,0.029087897,0.026104528,0.013627197,-0.022637585,-0.008601221,-0.017760646,-0.03141393,0.014773061,-0.009573068,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,10,0.027286803,0.027739946,0.03051112,-0.011410385,-0.018328471,-0.024318034,-0.015269069,-0.03599477,0.01315503,-0.03390711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4,12,0.015020984,0.01764309,0.018871179,-0.009106351,0.005714114,-0.020571424,-0.010161278,0.006025417,0.00014160226,0.005719236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3,2,-0.0059951264,0.0007871042,0.009001705,-0.022140577,0.0058138594,-0.018619241,-0.007740217,-0.048348285,0.002455293,-0.015113437,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,11,0.03216722,0.006772677,0.011502762,0.05375551,-0.004174222,0.016075665,0.028781647,0.002385614,-0.04867228,0.0062731015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4,22,0.011429253,0.012130614,-0.020735761,-0.004626559,-0.0073887673,0.0014613718,-0.049045876,-0.042881172,-0.009600888,-0.037068885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5,9,0.007017767,0.03418809,0.0029332293,0.010383231,0.031771507,0.014379326,-0.020885749,-0.04862709,-0.03841307,-0.042053252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,10,-0.0008355738,0.012678674,-0.00448546,-0.0089235045,-0.04093922,-0.009865975,0.010232159,-0.008340989,0.0113432845,-0.019437257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3,19,0.009057657,-0.003219862,0.008487284,0.02686614,-0.029540645,0.0040165726,-0.046730466,-0.0061728037,-0.037527934,-0.0027370513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,24,-0.022094356,0.025795458,0.00420896,-0.01925183,0.0041456907,-0.036692783,-0.023554398,-0.013346696,-0.00954889,-0.0011802905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,31,0.0375315,0.05961755,-0.03132082,-0.042073276,-0.07144768,-0.03871053,-0.014049724,0.023862593,0.030807411,0.052918572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,16,-0.0031825278,0.009835154,0.0056525976,-0.015415942,0.003471464,-0.028345013,-0.029971207,-0.028936367,-0.009064196,-0.01346457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4,30,-0.0141594615,0.029938787,0.024687082,0.011334599,-0.015285618,0.003794968,-0.052027877,0.010830928,-0.0027879076,-0.015091324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5,13,-0.018646326,0.01033892,-0.0113591375,0.0062747323,-0.024723282,0.0143667655,-0.0124726,0.025173012,-0.0043704663,0.005915742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,5,0.009491853,0.0421482,-0.016728792,-0.0036389967,-0.005692782,-0.022204831,-0.01488868,-0.038123403,0.0006379953,-0.017164262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3,17,0.013131777,0.06422335,0.018735008,0.041471247,-0.045522824,-0.041886836,-0.04528094,-0.033159044,-0.043295093,0.010112412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,19,0.0036761125,0.02388838,0.0011342764,0.026085055,-0.016269203,-0.028621368,1.9874762e-05,0.0015269779,0.04142543,0.032633584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5,13,-0.002666634,0.0074321693,0.013900569,-0.003923483,-0.008055592,-0.0015275948,0.0113124885,0.016971648,-0.039470207,0.007276736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,8,-0.009450824,0.0119389575,0.0011309522,0.00039102774,0.0067604077,-0.0072796256,-0.013288413,0.0039038744,0.0015088075,-0.0029472595,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4,22,0.015570525,0.028418807,0.027711391,0.027231803,-0.0039002174,-0.010707969,-0.005748171,-0.0052397717,0.0018316711,0.014887396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,28,-0.029460484,0.0077028233,0.006241594,0.007088832,-0.03773639,0.0025411076,0.014377966,-0.030933918,0.014965014,0.002209724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5,14,-0.012393942,0.011883395,0.0089112595,-0.012520529,-0.0008165585,0.033370286,0.010081584,0.045927104,0.010614327,-0.0022725584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5,29,0.024976103,-0.005033465,0.0055324547,-0.02112714,0.027166236,0.031455543,-0.022095317,-0.008644983,-0.0051312866,-0.027308946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,19,0.042120546,0.051479317,0.048886277,-0.024646426,-0.013416367,-0.029407222,0.006872213,-0.06395528,-0.047366213,0.041143004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,21,0.0017605043,-0.011999726,0.015350076,-0.017118696,-0.0123383105,0.007156978,-0.00030090197,0.0008374868,0.013406268,0.02240444,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3,18,-0.001077592,6.1757186e-05,-0.013276026,-0.015376476,-0.012824943,0.0025733167,0.026348658,0.019749315,0.013110873,0.006808837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4,30,-0.012101609,-0.010263427,-0.010322147,3.295793e-05,0.022788133,-0.020948013,-0.01030298,0.00015831996,0.024329564,-0.03280216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,30,0.028922586,-0.008016974,0.035157464,0.032154564,-0.011560261,0.0038399082,0.02947545,0.0071296003,0.028558202,0.060149636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4,23,0.006462876,0.017406004,0.007491714,-0.0021768697,-0.00010524193,0.01756169,0.004819576,-0.02223456,-0.03331406,-0.023629839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,26,0.018124266,8.921867e-05,0.032962374,0.03557354,-0.0033244065,-0.0020216291,-0.008395579,-0.0032915364,0.00018294646,0.035772696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,24,-0.017371004,0.024952875,0.027982349,-0.007520173,-0.02258898,4.3074346e-05,-0.044912424,0.023960374,-0.02256105,-0.0030256219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4,16,-0.014915076,0.020376448,0.024082627,0.019161401,-0.065918475,-0.07066742,-0.044575825,0.011194624,0.0005890769,0.055449337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
